Ano	Mês	Evolução Mensal (AnoMes)	Unidade da Federação	Valor Contr Terceiros (R$)
1996	Abril	199604	Bahia	0
1996	Abril	199604	Minas Gerais	0
1996	Abril	199604	Espírito Santo	0
1996	Abril	199604	Rio de Janeiro	0
1996	Abril	199604	São Paulo	0
1996	Abril	199604	Paraná	0
1996	Abril	199604	Santa Catarina	0
1996	Abril	199604	Rio Grande do Sul	0
1996	Abril	199604	Mato Grosso do Sul	0
1996	Abril	199604	Mato Grosso	0
1996	Abril	199604	Goiás	0
1996	Abril	199604	Distrito Federal	0
1996	Maio	199605	Rondônia	0
1996	Maio	199605	Acre	0
1996	Maio	199605	Amazonas	0
1996	Maio	199605	Roraima	0
1996	Maio	199605	Pará	0
1996	Maio	199605	Amapá	0
1996	Maio	199605	Tocantins	0
1996	Maio	199605	Maranhão	0
1996	Maio	199605	Piauí	0
1996	Maio	199605	Ceará	0
1996	Maio	199605	Rio Grande do Norte	0
1996	Maio	199605	Paraíba	0
1996	Maio	199605	Pernambuco	0
1996	Maio	199605	Alagoas	0
1996	Maio	199605	Sergipe	0
1996	Maio	199605	Bahia	0
1996	Maio	199605	Minas Gerais	0
1996	Maio	199605	Espírito Santo	0
1996	Maio	199605	Rio de Janeiro	0
1996	Maio	199605	São Paulo	0
1996	Maio	199605	Paraná	0
1996	Maio	199605	Santa Catarina	0
1996	Maio	199605	Rio Grande do Sul	0
1996	Maio	199605	Mato Grosso do Sul	0
1996	Maio	199605	Mato Grosso	0
1996	Maio	199605	Goiás	0
1996	Maio	199605	Distrito Federal	0
1996	Junho	199606	Rondônia	0
1996	Junho	199606	Acre	0
1996	Junho	199606	Amazonas	0
1996	Junho	199606	Roraima	0
1996	Junho	199606	Pará	0
1996	Junho	199606	Amapá	0
1996	Junho	199606	Tocantins	0
1996	Junho	199606	Maranhão	0
1996	Junho	199606	Piauí	0
1996	Junho	199606	Ceará	0
1996	Junho	199606	Rio Grande do Norte	0
1996	Junho	199606	Paraíba	0
1996	Junho	199606	Pernambuco	0
1996	Junho	199606	Alagoas	0
1996	Junho	199606	Sergipe	0
1996	Junho	199606	Bahia	0
1996	Junho	199606	Minas Gerais	0
1996	Junho	199606	Espírito Santo	0
1996	Junho	199606	Rio de Janeiro	0
1996	Junho	199606	São Paulo	0
1996	Junho	199606	Paraná	0
1996	Junho	199606	Santa Catarina	0
1996	Junho	199606	Rio Grande do Sul	0
1996	Junho	199606	Mato Grosso do Sul	0
1996	Junho	199606	Mato Grosso	0
1996	Junho	199606	Goiás	0
1996	Junho	199606	Distrito Federal	0
1996	Julho	199607	Rondônia	0
1996	Julho	199607	Acre	0
1996	Julho	199607	Amazonas	0
1996	Julho	199607	Roraima	0
1996	Julho	199607	Pará	0
1996	Julho	199607	Amapá	0
1996	Julho	199607	Tocantins	0
1996	Julho	199607	Maranhão	0
1996	Julho	199607	Piauí	0
1996	Julho	199607	Ceará	0
1996	Julho	199607	Rio Grande do Norte	0
1996	Julho	199607	Paraíba	0
1996	Julho	199607	Pernambuco	0
1996	Julho	199607	Alagoas	0
1996	Julho	199607	Sergipe	0
1996	Julho	199607	Bahia	0
1996	Julho	199607	Minas Gerais	0
1996	Julho	199607	Espírito Santo	0
1996	Julho	199607	Rio de Janeiro	0
1996	Julho	199607	São Paulo	0
1996	Julho	199607	Paraná	0
1996	Julho	199607	Santa Catarina	0
1996	Julho	199607	Rio Grande do Sul	0
1996	Julho	199607	Mato Grosso do Sul	0
1996	Julho	199607	Mato Grosso	0
1996	Julho	199607	Goiás	0
1996	Julho	199607	Distrito Federal	0
1996	Agosto	199608	Rondônia	0
1996	Agosto	199608	Acre	0
1996	Agosto	199608	Amazonas	0
1996	Agosto	199608	Roraima	0
1996	Agosto	199608	Pará	0
1996	Agosto	199608	Amapá	0
1996	Agosto	199608	Tocantins	0
1996	Agosto	199608	Maranhão	0
1996	Agosto	199608	Piauí	0
1996	Agosto	199608	Ceará	0
1996	Agosto	199608	Rio Grande do Norte	0
1996	Agosto	199608	Paraíba	0
1996	Agosto	199608	Pernambuco	0
1996	Agosto	199608	Alagoas	0
1996	Agosto	199608	Sergipe	0
1996	Agosto	199608	Bahia	0
1996	Agosto	199608	Minas Gerais	0
1996	Agosto	199608	Espírito Santo	0
1996	Agosto	199608	Rio de Janeiro	0
1996	Agosto	199608	São Paulo	0
1996	Agosto	199608	Paraná	0
1996	Agosto	199608	Santa Catarina	0
1996	Agosto	199608	Rio Grande do Sul	0
1996	Agosto	199608	Mato Grosso do Sul	0
1996	Agosto	199608	Mato Grosso	0
1996	Agosto	199608	Goiás	0
1996	Agosto	199608	Distrito Federal	0
1996	Setembro	199609	Rondônia	0
1996	Setembro	199609	Acre	0
1996	Setembro	199609	Amazonas	0
1996	Setembro	199609	Roraima	0
1996	Setembro	199609	Pará	0
1996	Setembro	199609	Amapá	0
1996	Setembro	199609	Tocantins	0
1996	Setembro	199609	Maranhão	0
1996	Setembro	199609	Piauí	0
1996	Setembro	199609	Ceará	0
1996	Setembro	199609	Rio Grande do Norte	0
1996	Setembro	199609	Paraíba	0
1996	Setembro	199609	Pernambuco	0
1996	Setembro	199609	Alagoas	0
1996	Setembro	199609	Sergipe	0
1996	Setembro	199609	Bahia	0
1996	Setembro	199609	Minas Gerais	0
1996	Setembro	199609	Espírito Santo	0
1996	Setembro	199609	Rio de Janeiro	0
1996	Setembro	199609	São Paulo	0
1996	Setembro	199609	Paraná	0
1996	Setembro	199609	Santa Catarina	0
1996	Setembro	199609	Rio Grande do Sul	0
1996	Setembro	199609	Mato Grosso do Sul	0
1996	Setembro	199609	Mato Grosso	0
1996	Setembro	199609	Goiás	0
1996	Setembro	199609	Distrito Federal	0
1996	Outubro	199610	Rondônia	0
1996	Outubro	199610	Acre	0
1996	Outubro	199610	Amazonas	0
1996	Outubro	199610	Roraima	0
1996	Outubro	199610	Pará	0
1996	Outubro	199610	Amapá	0
1996	Outubro	199610	Tocantins	0
1996	Outubro	199610	Maranhão	0
1996	Outubro	199610	Piauí	0
1996	Outubro	199610	Ceará	0
1996	Outubro	199610	Rio Grande do Norte	0
1996	Outubro	199610	Paraíba	0
1996	Outubro	199610	Pernambuco	0
1996	Outubro	199610	Alagoas	0
1996	Outubro	199610	Sergipe	0
1996	Outubro	199610	Bahia	0
1996	Outubro	199610	Minas Gerais	0
1996	Outubro	199610	Espírito Santo	0
1996	Outubro	199610	Rio de Janeiro	0
1996	Outubro	199610	São Paulo	0
1996	Outubro	199610	Paraná	0
1996	Outubro	199610	Santa Catarina	0
1996	Outubro	199610	Rio Grande do Sul	0
1996	Outubro	199610	Mato Grosso do Sul	0
1996	Outubro	199610	Mato Grosso	0
1996	Outubro	199610	Goiás	0
1996	Outubro	199610	Distrito Federal	0
1996	Novembro	199611	Rondônia	0
1996	Novembro	199611	Acre	0
1996	Novembro	199611	Amazonas	0
1996	Novembro	199611	Roraima	0
1996	Novembro	199611	Pará	0
1996	Novembro	199611	Amapá	0
1996	Novembro	199611	Tocantins	0
1996	Novembro	199611	Maranhão	0
1996	Novembro	199611	Piauí	0
1996	Novembro	199611	Ceará	0
1996	Novembro	199611	Rio Grande do Norte	0
1996	Novembro	199611	Paraíba	0
1996	Novembro	199611	Pernambuco	0
1996	Novembro	199611	Alagoas	0
1996	Novembro	199611	Sergipe	0
1996	Novembro	199611	Bahia	0
1996	Novembro	199611	Minas Gerais	0
1996	Novembro	199611	Espírito Santo	0
1996	Novembro	199611	Rio de Janeiro	0
1996	Novembro	199611	São Paulo	0
1996	Novembro	199611	Paraná	0
1996	Novembro	199611	Santa Catarina	0
1996	Novembro	199611	Rio Grande do Sul	0
1996	Novembro	199611	Mato Grosso do Sul	0
1996	Novembro	199611	Mato Grosso	0
1996	Novembro	199611	Goiás	0
1996	Novembro	199611	Distrito Federal	0
1996	Dezembro	199612	Rondônia	0
1996	Dezembro	199612	Acre	0
1996	Dezembro	199612	Amazonas	0
1996	Dezembro	199612	Roraima	0
1996	Dezembro	199612	Pará	0
1996	Dezembro	199612	Amapá	0
1996	Dezembro	199612	Tocantins	0
1996	Dezembro	199612	Maranhão	0
1996	Dezembro	199612	Piauí	0
1996	Dezembro	199612	Ceará	0
1996	Dezembro	199612	Rio Grande do Norte	0
1996	Dezembro	199612	Paraíba	0
1996	Dezembro	199612	Pernambuco	0
1996	Dezembro	199612	Alagoas	0
1996	Dezembro	199612	Sergipe	0
1996	Dezembro	199612	Bahia	0
1996	Dezembro	199612	Minas Gerais	0
1996	Dezembro	199612	Espírito Santo	0
1996	Dezembro	199612	Rio de Janeiro	0
1996	Dezembro	199612	São Paulo	0
1996	Dezembro	199612	Paraná	0
1996	Dezembro	199612	Santa Catarina	0
1996	Dezembro	199612	Rio Grande do Sul	0
1996	Dezembro	199612	Mato Grosso do Sul	0
1996	Dezembro	199612	Mato Grosso	0
1996	Dezembro	199612	Goiás	0
1996	Dezembro	199612	Distrito Federal	0
1997	Detalhamento Ignorado	199799	Rondônia	9037253,86
1998	Detalhamento Ignorado	199899	Rondônia	10168000
1997	Detalhamento Ignorado	199799	Acre	3058178,1
1998	Detalhamento Ignorado	199899	Acre	3468000
1997	Detalhamento Ignorado	199799	Amazonas	33378440,41
1998	Detalhamento Ignorado	199899	Amazonas	33677000
1997	Detalhamento Ignorado	199799	Roraima	2130046,06
1998	Detalhamento Ignorado	199899	Roraima	2083000
1997	Detalhamento Ignorado	199799	Pará	35842430,36
1998	Detalhamento Ignorado	199899	Pará	34730000
1997	Detalhamento Ignorado	199799	Amapá	3135617,81
1998	Detalhamento Ignorado	199899	Amapá	3141000
1997	Detalhamento Ignorado	199799	Tocantins	4842158,74
1998	Detalhamento Ignorado	199899	Tocantins	6273000
1997	Detalhamento Ignorado	199799	Maranhão	17803249,85
1998	Detalhamento Ignorado	199899	Maranhão	17633000
1997	Detalhamento Ignorado	199799	Piauí	10137961,28
1998	Detalhamento Ignorado	199899	Piauí	10563000
1997	Detalhamento Ignorado	199799	Ceará	46239990,43
1998	Detalhamento Ignorado	199899	Ceará	45248000
1997	Detalhamento Ignorado	199799	Rio Grande do Norte	18947996,29
1998	Detalhamento Ignorado	199899	Rio Grande do Norte	19449000
1997	Detalhamento Ignorado	199799	Paraíba	18921409,71
1998	Detalhamento Ignorado	199899	Paraíba	18936000
1997	Detalhamento Ignorado	199799	Pernambuco	72276795,63
1998	Detalhamento Ignorado	199899	Pernambuco	70301000
1997	Detalhamento Ignorado	199799	Alagoas	16633564,55
1998	Detalhamento Ignorado	199899	Alagoas	16482000
1997	Detalhamento Ignorado	199799	Sergipe	14614007,72
1998	Detalhamento Ignorado	199899	Sergipe	14760000
1997	Detalhamento Ignorado	199799	Bahia	99653279,49
1998	Detalhamento Ignorado	199899	Bahia	101741000
1997	Detalhamento Ignorado	199799	Minas Gerais	315473074,8
1998	Detalhamento Ignorado	199899	Minas Gerais	302451000
1997	Detalhamento Ignorado	199799	Espírito Santo	59380518,59
1998	Detalhamento Ignorado	199899	Espírito Santo	56869000
1997	Detalhamento Ignorado	199799	Rio de Janeiro	458257267,9
1998	Detalhamento Ignorado	199899	Rio de Janeiro	472251000
1997	Detalhamento Ignorado	199799	São Paulo	1831797454
1998	Detalhamento Ignorado	199899	São Paulo	1811438000
1997	Detalhamento Ignorado	199799	Paraná	207339031
1998	Detalhamento Ignorado	199899	Paraná	213247000
1997	Detalhamento Ignorado	199799	Santa Catarina	127719020,9
1998	Detalhamento Ignorado	199899	Santa Catarina	119246000
1997	Detalhamento Ignorado	199799	Rio Grande do Sul	234400177,4
1998	Detalhamento Ignorado	199899	Rio Grande do Sul	236622000
1997	Detalhamento Ignorado	199799	Mato Grosso do Sul	26571069,71
1998	Detalhamento Ignorado	199899	Mato Grosso do Sul	28115000
1997	Detalhamento Ignorado	199799	Mato Grosso	26997756,16
1998	Detalhamento Ignorado	199899	Mato Grosso	27997000
1997	Detalhamento Ignorado	199799	Goiás	58792309,97
1998	Detalhamento Ignorado	199899	Goiás	57607000
1997	Detalhamento Ignorado	199799	Distrito Federal	75828572,59
1998	Detalhamento Ignorado	199899	Distrito Federal	76729000
